,English,Urdu
142,<start> How could Lori have behaved more responsibly after her parents first talked to her about the problem? <end>,<start> اس کے والدین نے پہلی بار اس سے اس مسئلے کے بارے میں بات کرنے کے بعد لوری کس طرح زیادہ ذمہ داری سے برتاؤ کر سکتی تھی؟ <end>
143,"<start> ‘‘ When talking to my parents, <end>",<start> ‘‘جب اپنے والدین سے بات کرتے ہوئے، <end>
144,<start>  I am open about my problems and concerns. <end>,<start>  میں اپنے مسائل اور خدشات کے بارے میں کھلا ہوں۔ <end>
145,<start> I think this makes it easier for them to trust me. ’ <end>,<start> میرے خیال میں اس سے ان کے لیے مجھ پر اعتماد کرنا آسان ہو جاتا ہے۔ ' <end>
146,<start>  “My parents didn’t trust me when it came to boys. <end>,<start> جب لڑکوں کی بات آئی تو میرے والدین نے مجھ پر اعتماد نہیں کیا۔ <end>
147,<start>  but now I can understand why. <end>,<start>  لیکن اب میں سمجھ سکتا ہوں کیوں۔ <end>
148,<start>  I was flirting with a couple of them who were two years older than I was. <end>,<start>  میں ان میں سے ایک جوڑے کے ساتھ چھیڑ چھاڑ کر رہا تھا جو مجھ سے دو سال بڑے تھے۔ <end>
149,<start>  I was also spending long hours on the phone with them. <end>,<start>  میں بھی ان کے ساتھ فون پر طویل گھنٹے گزارتا تھا۔ <end>
150,<start>  and at gatherings I’d talk to them and almost no one else. <end>,<start>  اور اجتماعات میں میں ان سے بات کرتا تھا اور تقریباً کسی سے نہیں۔ <end>
151,"<start>  My parents took away my phone for a month, and they wouldn’t let me go places where those boys would be. <end>",<start>  میرے والدین نے ایک مہینے کے لیے میرا فون چھین لیا، اور وہ مجھے ایسی جگہ نہیں جانے دیتے جہاں وہ لڑکے ہوں گے۔ <end>
152,<start> ” If you were Beverly’s parents. <end>,"<start> اگر آپ بیورلی کے والدین ہوتے۔_x000D_
 آپ نے کیا کیا ہوگا، اور کیوں؟_x000D_
  آپ کو لگتا ہے کہ بیورلی کے والدین نے اس پر جو پابندیاں لگائیں وہ غیر معقول تھیں؟ اگر ایسا ہے تو کیوں؟_x000D_
بیورلی اپنے والدین کا اعتماد بحال کرنے کے لیے کیا کر سکتی تھی؟_x000D_
 دوبارہ بھروسہ حاصل کرنا اگر اوپر بیان کیے گئے نوجوانوں کی طرح آپ کے اعمال نے آپ کے والدین کے اعتماد کی کمی کا سبب بنا ہے تو کیا ہوگا؟_x000D_
یہاں تک کہ اگر یہ معاملہ ہے، یقین رکھیں کہ آپ جوار کو تبدیل کر سکتے ہیں._x000D_
لیکن کس طرح؟ جب آپ ذمہ دارانہ رویے کا ریکارڈ بناتے ہیں تو امکان ہے کہ آپ کے والدین آپ کو زیادہ اعتماد اور آزادی دیں گے۔_x000D_
 اینیٹ نے اس حقیقت کی تعریف کی۔_x000D_
 جب آپ چھوٹے ہوتے ہیں،"" وہ کہتی ہیں، ""آپ بھروسا کیے جانے کی اہمیت کو پوری طرح سے نہیں سمجھتے <end>"
153,"<start>  what would you have done, and why? <end>",<start>  اب میں زیادہ ذمہ دار محسوس کر رہا ہوں۔ <end>
154,"<start>   you think the restrictions that Beverly’s parents placed on her were unreasonable? If so, why? <end>",<start> آپ کو لگتا ہے کہ بیورلی کے والدین نے اس پر جو پابندیاں لگائیں وہ غیر معقول تھیں؟ اگر ایسا ہے تو کیوں؟ <end>
155,<start> What could Beverly have done to restore her parents’ trust? <end>,<start> بیورلی اپنے والدین کا اعتماد بحال کرنے کے لیے کیا کر سکتی تھی؟ <end>
156,"<start>  Regaining Trust What if, like the youths quoted above, your actions have contributed to your parents’ lack of trust? <end>",<start>  دوبارہ بھروسہ حاصل کرنا اگر اوپر بیان کیے گئے نوجوانوں کی طرح، آپ کے اعمال نے آپ کے والدین کے اعتماد کی کمی میں حصہ ڈالا ہے تو کیا ہوگا؟ <end>
157,"<start> Even if that’s the case, be assured that you can turn the tide. <end>",<start> یہاں تک کہ اگر یہ معاملہ ہے، یقین رکھیں کہ آپ جوار موڑ سکتے ہیں۔ <end>
158,<start> But how? Likely your parents will accord you greater trust and freedom as you build up a record of responsible behavior. <end>,<start> لیکن کس طرح؟ جب آپ ذمہ دارانہ رویے کا ریکارڈ بناتے ہیں تو امکان ہے کہ آپ کے والدین آپ کو زیادہ اعتماد اور آزادی دیں گے۔ <end>
159,<start>  Annette came to appreciate that fact. <end>,<start>  اینیٹ نے اس حقیقت کی تعریف کی۔ <end>
160,"<start>  “When you’re younger,” she says, “you don’t fully appreciate the importance of being trusted <end>","<start> جب آپ چھوٹے ہوتے ہیں،"" وہ کہتی ہیں، ""آپ بھروسا کیے جانے کی اہمیت کو پوری طرح سے نہیں سمجھتے <end>"
161,<start> . Now I feel more responsible. <end>,<start>  اب میں زیادہ ذمہ دار محسوس کر رہا ہوں۔ <end>
162,<start>  and I feel =“You must not use your freedom as an excuse for doing wrong.” <end>,"<start>  اور میں محسوس کرتا ہوں =""آپ کو اپنی آزادی کو غلط کرنے کے بہانے کے طور پر استعمال نہیں کرنا چاہیے۔"" <end>"
163,<start> How can I earn more freedom? <end>,<start> میں مزید آزادی کیسے حاصل کر سکتا ہوں؟ <end>
164,<start> 25 compelled to act in a way that will help me retain my parents’ trust.” <end>,<start> 25 نے اس طریقے سے کام کرنے پر مجبور کیا جس سے مجھے اپنے والدین کا اعتماد برقرار رکھنے میں مدد ملے گی۔ <end>
165,<start>  The lesson? Rather than complain about your parents’ lack of trust in you. <end>,<start>  سبق؟ اپنے والدین کے آپ پر اعتماد کی کمی کی شکایت کرنے کے بجائے۔ <end>
166,<start>  focus on building up a record of trustworthy behavior. <end>,<start>  قابل اعتماد سلوک کا ریکارڈ بنانے پر توجہ دیں۔ <end>
167,<start>  You will likely earn more freedom. <end>,<start>  آپ کو زیادہ آزادی حاصل ہونے کا امکان ہے۔ <end>
168,"<start>  For example, are you dependable in the areas listed below? Put a in the box next to any traits you need to work on. <end>",<start> مثال کے طور پر، کیا آپ نیچے دیے گئے علاقوں میں قابل اعتماد ہیں؟ کسی بھی خاصیت کے آگے باکس میں ایک رکھیں جس پر آپ کو کام کرنے کی ضرورت ہے۔ <end>
169,<start> O Keeping my curfew <end>,<start> 0 میرا کرفیو برقرار رکھنا۔ <end>
170,<start> O Following through on my promises <end>,<start> 0 اپنے وعدوں پر عمل کرنا۔ <end>
171,<start> O Being punctual <end>,<start> 0 وقت کا پابند ہونا۔ <end>
172,<start>  O Being financially responsible <end>,<start> 0 مالی طور پر ذمہ دار ہونا۔ <end>
173,<start> O Finishing chores <end>,<start> 0 کام ختم کرنا۔ <end>
174,<start>  O Getting out of bed without prodding <end>,<start>  0 بغیر پروئے بستر سے اٹھنا۔ <end>
175,<start>  O Keeping my room clean <end>,<start>  0 اپنے کمرے کو صاف رکھنا۔ <end>
176,<start>  O Speaking the truth <end>,<start>  0 سچ بولنا۔ <end>
177,<start>  O Using the phone or computer in a balanced way <end>,<start>  0 فون یا کمپیوٹر کو متوازن طریقے سے استعمال کرنا۔ <end>
178,<start> O Admitting mistakes and apologizing <end>,<start> 0 غلطیوں کو تسلیم کرنا اور معافی مانگنا۔ <end>
179,<start> O Other <end>,<start> 0 دیگر۔ <end>
180,<start> Why not make a personal resolve to prove yourself trustworthy in the areas you indicated? <end>,<start> آپ نے جن شعبوں کی طرف اشارہ کیا ہے ان میں خود کو قابل اعتماد ثابت کرنے کا ذاتی عزم کیوں نہ کریں؟ <end>
181,<start> Put away the old personality which ı I will be more trustworthy in the following areas: <end>,<start> پرانی شخصیت کو ہٹا دیں جو میں درج ذیل شعبوں میں زیادہ قابل اعتماد ہوں گا۔ <end>
182,<start> If I lose my parents’ trust. What I would like to ask my parent(s) <end>,<start> اگر میں اپنے والدین کا اعتماد کھو دیتا ہوں۔ میں اپنے والدین سے کیا پوچھنا چاہوں گا <end>
183,<start>  action plan! <end>,<start>  عملی منصوبہ! <end>
184,<start>  ı conforms to your former course of conduct. <end>,<start>  میں آپ کے سابقہ ​​طرز عمل کے مطابق ہوں۔ <end>
185,<start>  “Let your Yes mean Yes.” <end>,<start>  آپ کی ہاں کا مطلب ہاں ہونے دیں۔ <end>
186,<start>  “Speak truth each one of you with his neighbor.” <end>,<start> ’’تم میں سے ہر ایک اپنے پڑوسی سے سچ بولے۔‘‘ <end>
187,<start> “Be obedient to your parents in everything.” <end>,<start> ’’ہر معاملے میں اپنے والدین کے فرمانبردار رہو۔‘‘ <end>
188,"<start>  In time, your advancement will be manifest to others, including your parents <end>",<start>  وقت کے ساتھ، آپ کی ترقی دوسروں پر ظاہر ہو گی، بشمول آپ کے والدین <end>
189,<start> But what if you feel that despite your best efforts. <end>,<start> لیکن اگر آپ کو لگتا ہے کہ آپ کی بہترین کوششوں کے باوجود۔ <end>
190,<start>  your parents aren’t giving you the freedom you deserve? <end>,<start>  آپ کے والدین آپ کو وہ آزادی نہیں دے رہے ہیں جس کے آپ حقدار ہیں؟ <end>
191,<start> Why not talk over the matter with them? <end>,<start> ان سے بات کیوں نہیں کرتے؟ <end>
192,<start> Instead of complaining that they need to be more trusting. <end>,<start> شکایت کرنے کے بجائے کہ انہیں زیادہ اعتماد کرنے کی ضرورت ہے۔ <end>
193,<start>  respectfully ask them what they think you need to do to earn their trust. <end>,<start>  احترام کے ساتھ ان سے پوچھیں کہ ان کے خیال میں آپ کو ان کا اعتماد حاصل کرنے کے لیے کیا کرنے کی ضرورت ہے۔ <end>
194,<start>  Explain your goals clearly in this regard. <end>,<start>  اس سلسلے میں اپنے مقاصد کو واضح طور پر بیان کریں۔ <end>
