,English,Urdu
160," “When you’re younger,” she says, “you don’t fully appreciate the importance of being trusted","جب آپ چھوٹے ہوتے ہیں،"" وہ کہتی ہیں، ""آپ بھروسا کیے جانے کی اہمیت کو پوری طرح سے نہیں سمجھتے"
161,. Now I feel more responsible., اب میں زیادہ ذمہ دار محسوس کر رہا ہوں۔
162, and I feel =“You must not use your freedom as an excuse for doing wrong.”," اور میں محسوس کرتا ہوں =""آپ کو اپنی آزادی کو غلط کرنے کے بہانے کے طور پر استعمال نہیں کرنا چاہیے۔"""
163,How can I earn more freedom?,میں مزید آزادی کیسے حاصل کر سکتا ہوں؟
164,25 compelled to act in a way that will help me retain my parents’ trust.”,25 نے اس طریقے سے کام کرنے پر مجبور کیا جس سے مجھے اپنے والدین کا اعتماد برقرار رکھنے میں مدد ملے گی۔
165, The lesson? Rather than complain about your parents’ lack of trust in you., سبق؟ اپنے والدین کے آپ پر اعتماد کی کمی کی شکایت کرنے کے بجائے۔
166, focus on building up a record of trustworthy behavior., قابل اعتماد سلوک کا ریکارڈ بنانے پر توجہ دیں۔
167, You will likely earn more freedom., آپ کو زیادہ آزادی حاصل ہونے کا امکان ہے۔
168," For example, are you dependable in the areas listed below? Put a in the box next to any traits you need to work on.",مثال کے طور پر، کیا آپ نیچے دیے گئے علاقوں میں قابل اعتماد ہیں؟ کسی بھی خاصیت کے آگے باکس میں ایک رکھیں جس پر آپ کو کام کرنے کی ضرورت ہے۔
169,O Keeping my curfew,0 میرا کرفیو برقرار رکھنا۔
170,O Following through on my promises,0 اپنے وعدوں پر عمل کرنا۔
171,O Being punctual,0 وقت کا پابند ہونا۔
172, O Being financially responsible,0 مالی طور پر ذمہ دار ہونا۔
173,O Finishing chores,0 کام ختم کرنا۔
174, O Getting out of bed without prodding, 0 بغیر پروئے بستر سے اٹھنا۔
175, O Keeping my room clean, 0 اپنے کمرے کو صاف رکھنا۔
176, O Speaking the truth, 0 سچ بولنا۔
177, O Using the phone or computer in a balanced way, 0 فون یا کمپیوٹر کو متوازن طریقے سے استعمال کرنا۔
178,O Admitting mistakes and apologizing,0 غلطیوں کو تسلیم کرنا اور معافی مانگنا۔
179,O Other,0 دیگر۔
180,Why not make a personal resolve to prove yourself trustworthy in the areas you indicated?,آپ نے جن شعبوں کی طرف اشارہ کیا ہے ان میں خود کو قابل اعتماد ثابت کرنے کا ذاتی عزم کیوں نہ کریں؟
181,Put away the old personality which ı I will be more trustworthy in the following areas:,پرانی شخصیت کو ہٹا دیں جو میں درج ذیل شعبوں میں زیادہ قابل اعتماد ہوں گا۔
182,If I lose my parents’ trust. What I would like to ask my parent(s),اگر میں اپنے والدین کا اعتماد کھو دیتا ہوں۔ میں اپنے والدین سے کیا پوچھنا چاہوں گا
183, action plan!, عملی منصوبہ!
184, ı conforms to your former course of conduct., میں آپ کے سابقہ ​​طرز عمل کے مطابق ہوں۔
185, “Let your Yes mean Yes.”, آپ کی ہاں کا مطلب ہاں ہونے دیں۔
186, “Speak truth each one of you with his neighbor.”,’’تم میں سے ہر ایک اپنے پڑوسی سے سچ بولے۔‘‘
187,“Be obedient to your parents in everything.”,’’ہر معاملے میں اپنے والدین کے فرمانبردار رہو۔‘‘
188," In time, your advancement will be manifest to others, including your parents", وقت کے ساتھ، آپ کی ترقی دوسروں پر ظاہر ہو گی، بشمول آپ کے والدین
189,But what if you feel that despite your best efforts.,لیکن اگر آپ کو لگتا ہے کہ آپ کی بہترین کوششوں کے باوجود۔
190, your parents aren’t giving you the freedom you deserve?, آپ کے والدین آپ کو وہ آزادی نہیں دے رہے ہیں جس کے آپ حقدار ہیں؟
191,Why not talk over the matter with them?,ان سے بات کیوں نہیں کرتے؟
192,Instead of complaining that they need to be more trusting.,شکایت کرنے کے بجائے کہ انہیں زیادہ اعتماد کرنے کی ضرورت ہے۔
193, respectfully ask them what they think you need to do to earn their trust., احترام کے ساتھ ان سے پوچھیں کہ ان کے خیال میں آپ کو ان کا اعتماد حاصل کرنے کے لیے کیا کرنے کی ضرورت ہے۔
194, Explain your goals clearly in this regard., اس سلسلے میں اپنے مقاصد کو واضح طور پر بیان کریں۔
195, Don’t expect your parents to make concessions immediately., آپ کے والدین سے فوری طور پر رعایت کی توقع نہ کریں۔
196, No doubt they’ll want to make sure that you’ll make good on your promises., کوئی شک نہیں کہ وہ اس بات کو یقینی بنانا چاہیں گے کہ آپ اپنے وعدوں کو پورا کریں گے۔
197, Use this opportunity to prove yourself trustworthy., اپنے آپ کو قابل اعتماد ثابت کرنے کے لیے اس موقع کا استعمال کریں۔
198," In time, your parents may well accord you greater trust and freedom. That was the case with Beverly, quoted earlier.", وقت کے ساتھ، آپ کے والدین آپ کو زیادہ اعتماد اور آزادی دے سکتے ہیں۔ بیورلی کے ساتھ بھی یہی معاملہ تھا، جس کا حوالہ پہلے دیا گیا تھا۔
199,"“It’s much harder to gain trust than it is to lose it,” she says, adding, “I’m gaining trust right now, and it feels good!”","اسے کھونے کے مقابلے میں اعتماد حاصل کرنا بہت مشکل ہے، وہ کہتی ہیں، ""میں ابھی اعتماد حاصل کر رہی ہوں، اور یہ اچھا لگتا ہے!"""
200,IN OUR NEXT CHAPTER Have your parents divorced? How can you keep your balance when your world seems to have fallen apart? How can I earn more freedom?,ہمارے اگلے باب میں کیا آپ کے والدین کی طلاق ہو چکی ہے؟ جب آپ کی دنیا ٹوٹ پھوٹ کا شکار نظر آتی ہے تو آپ اپنا توازن کیسے برقرار رکھ سکتے ہیں؟ میں مزید آزادی کیسے حاصل کر سکتا ہوں؟
201,Why might your parents hesitate to give you greater freedom even when you work hard to prove yourself trustworthy? ˘,آپ کے والدین آپ کو زیادہ آزادی دینے سے کیوں ہچکچاتے ہیں یہاں تک کہ جب آپ خود کو قابل بھروسہ ثابت کرنے کے لیے سخت محنت کرتے ہیں؟ ˘
202, How does your ability to communicate with your parents affect their willingness to give you more freedom?, آپ کے والدین کے ساتھ بات چیت کرنے کی آپ کی صلاحیت آپ کو مزید آزادی دینے کے لیے ان کی رضامندی کو کیسے متاثر کرتی ہے؟
203,"14-year-old brother, Dennis: “He gets on my nerves! He barges into my room and ‘borrows’ things without asking.","14 سالہ بھائی، ڈینس: ""وہ میرے اعصاب پر آ جاتا ہے! وہ میرے کمرے میں گھس جاتا ہے اور بغیر پوچھے چیزیں ’ادھار‘ لیتا ہے۔"
204,"Dennis is such a child!” Do you have a sibling who gets on your nerves? Your parents, of course, have the responsibility to maintain order in the household.",ڈینس ایسا بچہ ہے! کیا آپ کا کوئی بہن بھائی ہے جو آپ کے اعصاب پر سوار ہے؟ یقیناً آپ کے والدین کی ذمہ داری ہے کہ وہ گھر میں نظم و نسق برقرار رکھیں۔
205,"Sooner or later, though, you will need to learn how to get along with others.",جلد یا بدیر، اگرچہ، آپ کو یہ سیکھنے کی ضرورت ہوگی کہ دوسروں کے ساتھ کیسے چلنا ہے۔
206,You can learn that while at home.,آپ گھر میں رہتے ہوئے یہ سیکھ سکتے ہیں۔
207,Think about the conflicts you’ve had with your brother or sister.,اپنے بھائی یا بہن کے ساتھ ہونے والے تنازعات کے بارے میں سوچیں۔
208,"What do you fight about most? Look at the list below, and put a next to the type of incident that makes you steam! ı O Possessions.",آپ سب سے زیادہ کس چیز کے بارے میں لڑتے ہیں؟ نیچے دی گئی فہرست کو دیکھیں، اور واقعے کی قسم کے آگے ایک جگہ لگائیں جو آپ کو بھاپ دیتا ہے! اے مال
209,My sibling “borrows” items without asking.,"میرا بھائی بغیر پوچھے اشیاء ""ادھار"" لیتا ہے۔"
210,O Personality clashes.,اے شخصیت کا تصادم۔
211,My sibling acts selfishly or thoughtlessly or tries to run my life.,میرا بہن بھائی خود غرضی یا سوچ سمجھ کر کام کرتا ہے یا میری زندگی چلانے کی کوشش کرتا ہے۔
212,O Privacy.,اے پرائیویسی۔
213,My sibling enters my room without knocking or reads my e-mails or text messages without asking permission.,میرا بہنوئی بغیر اجازت لیے بغیر دستک دیئے میرے کمرے میں داخل ہوتا ہے یا میرے ای میلز یا ٹیکسٹ پیغامات پڑھتا ہے۔
214,O Other,اے دوسرے
215,"How can I get along with my siblings? 41 Want to hone your skills at identifying underlying issues between siblings? If so, read Jesus’ parable of the son who left home and wasted his inheritance.",میں اپنے بہن بھائیوں کے ساتھ کیسے مل سکتا ہوں؟ 41 بہن بھائیوں کے درمیان بنیادی مسائل کی نشاندہی کرنے میں اپنی صلاحیتوں کو نکھارنا چاہتے ہیں؟ اگر ایسا ہے تو، یسوع کے بیٹے کی تمثیل پڑھیں جس نے گھر چھوڑ دیا اور اپنی میراث ضائع کر دی۔
